108,309
108,371
284,340
284,278
339,224
371,224
467,216
467,247
467,278
467,309
467,340
467,371
515,356
611,356
659,371
659,340
659,309
659,278
659,247
659,216
666,178
635,178
603,178
571,178
539,178
491,178
491,147
491,100
491,69
539,85
571,85
603,85
635,85
666,85
698,85
730,85
762,85
746,46
714,46
666,46
635,46
587,46
555,46
698,178
730,178
762,178
427,294
427,325
770,851
643,851
659,804
659,773
659,742
659,711
659,681
659,650
659,619
659,588
659,557
659,526
659,495
659,464
659,433
659,402
611,386
611,417
611,448
611,479
611,510
611,541
573,572
611,603
611,634
611,665
611,696
611,727
611,758
515,758
515,727
515,696
515,665
515,634
515,603
515,572
515,541
515,510
515,479
515,448
515,417
515,386
467,402
467,433
467,464
467,495
467,526
467,557
467,588
467,619
467,650
467,681
467,711
467,742
467,773
467,804
427,804
427,681
427,650
427,526
427,394
762,526
762,557
363,557
363,588
339,588
323,557
292,557
268,557
268,588
268,619
292,619
268,650
268,681
292,681
268,711
268,742
292,742
323,742
363,742
395,742
363,711
339,711
363,681
363,650
363,619
395,619
395,510
395,479
339,479
339,510
276,510
276,448
276,394
307,394
339,394
371,394
395,394
196,534
164,534
124,534
92,534
180,595
212,595
228,650
228,773
547,889
674,889
188,278
188,340
317,812
292,812
266,812
279,843
304,843
330,843
186,139
220,139
255,139
290,139
273,170
238,170
203,170
168,170
148,232
320,207
307,170
363,263
395,263
395,356
363,356
427,356
427,263
698,325
730,325
762,325
762,371
730,371
698,371
810,371
810,340
810,309
810,278
810,247
810,216
810,185
842,185
842,216
842,247
842,278
842,309
842,340
842,371
842,557
842,526
842,495
842,464
810,464
810,433
810,402
842,402
842,433
810,495
810,526
810,557
810,588
842,588
842,619
810,619
810,650
810,681
810,711
810,742
810,773
842,811
842,742
842,711
842,681
842,650
762,619
730,619
698,619
706,681
738,681
730,727
762,727
698,727
706,773
738,773
738,820
706,820
611,843
579,843
547,843
427,433
395,433
363,433
156,572
124,572
92,572
738,882
706,882
500,859
418,859
418,915
500,915
